ID,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,Class
154,0,176,Gold,21,41,47.6648659325193,70,9,18,0,51,Yes,65,22.1799664170594,11,1,29,59,117,29,29,16,54,60.1989569129408,39,0,-2.76847508939514,3,5,4,12,0,2.71312434423491,76,27,82,15,Female,68.0693171820887,60,60,108,-9.345936528387,77,Yes,29,29,1228,27,-2.70229540232386,0,12,60,9,-66.5634953282348,1,Medium,5,4,44,41,11,3,77,1
155,1,67,Diamond,0,1,-33.3555568935644,1,0,0,0,5,Yes,5,-0.633461333859061,1,0,6,8,29,4,6,3,27,-30.7906614099436,6,0,1.57376613161057,0,2,1,3,0,2.71325543529677,12,1,25,0,Female,-112.274621764297,17,8,8,-2.07921799656128,11,Yes,4,4,244,7,3.77723016117018,3,3,11,0,5.36320862204542,0,High,0,1,6,1,0,0,11,0
156,0,178,Platinum,0,10,15.4305312480476,50,3,5,0,24,Yes,46,-6.80854611625778,7,0,10,51,104,21,20,20,83,8.64519785052659,15,0,0.103967761228127,1,6,3,7,0,-0.794987535369433,11,0,87,14,Female,57.0710459366586,45,55,23,-1.55557231345987,36,Yes,21,21,883,15,-8.24138266529124,0,7,48,3,-1.38216849741268,1,Low,0,5,6,10,1,3,36,3
157,2,163,Silver,5,19,12.7404587606157,34,2,10,0,24,No,39,-3.07012449271004,11,2,15,37,96,37,20,19,47,7.48169446737053,10,0,3.30995349211238,5,1,0,9,0,-9.69195258202112,30,7,89,20,Female,32.9683906481316,37,42,41,19.7135791834568,23,Yes,37,37,833,24,16.0212076405414,9,9,48,2,-18.0284747338721,4,Low,1,0,17,19,5,4,23,3
158,0,95,Platinum,1,5,-30.243624198484,1,3,1,0,11,Yes,4,0.684229944704924,1,0,4,13,36,10,5,4,25,-31.418609974202,0,0,1.71100832499455,0,0,1,1,2,-4.70205397654316,8,3,44,8,Female,-81.4149891836073,12,14,7,5.31585660748719,7,Yes,10,10,353,6,9.0862337626411,2,1,17,3,12.9911595558071,1,Medium,0,1,9,5,0,0,7,2
159,0,119,Platinum,5,37,42.6717733692677,60,15,7,0,43,No,58,11.9955759256187,13,0,13,22,98,43,30,12,46,14.072366154088,12,0,-3.76854057944357,2,4,5,16,4,-6.11236717735849,50,6,100,29,Male,15.5279726709695,58,44,80,36.4537904220368,16,No,43,43,946,19,11.4182704667851,0,16,44,15,-76.778825664168,1,High,1,2,32,37,14,6,16,3
160,2,177,Platinum,9,19,24.1900463242204,48,9,9,0,31,No,44,-3.16944905923334,8,2,13,39,117,34,23,20,63,14.2517125201798,24,0,0.865851406793549,2,5,1,15,10,2.80198795606339,32,11,87,12,Female,60.1561296055104,45,55,53,20.0345786366128,24,Yes,34,34,982,39,6.8456832753712,0,15,51,9,-23.2920030207096,0,High,6,7,17,19,9,3,24,3
161,1,46,Silver,0,0,-35.9595691185447,1,0,0,0,3,No,4,-1.21628559756873,0,0,3,7,16,0,3,3,10,-37.2371517841037,6,0,-0.214000016773515,0,0,0,0,0,3.65775273753024,3,0,11,0,Male,-142.829752438106,3,13,0,-1.75578950587092,6,Yes,0,0,137,0,-0.021707951285471,2,0,5,0,7.61023783318215,0,Low,0,0,5,0,0,0,6,2
162,2,75,Diamond,0,4,-21.3435018169616,13,1,1,0,10,Yes,9,-12.7155978137043,3,1,0,14,44,8,7,20,20,-30.6097966981121,1,0,-7.63904991811629,0,0,1,14,1,-5.81936882674416,2,0,34,2,Female,-94.7393416688806,17,26,3,8.65153092741226,2,Yes,8,8,341,7,0.410105241383731,0,14,18,1,4.47058071460928,0,Medium,0,2,0,4,0,1,2,0
163,2,75,Platinum,1,3,-11.0771603726443,22,0,1,0,11,Yes,18,-5.74978202791037,2,0,6,5,48,13,11,10,32,-22.3266286481893,7,0,1.4509134198833,0,4,1,8,5,0.569857102795805,11,0,37,15,Female,-86.8045702993427,14,19,10,5.32972281738564,11,Yes,13,13,396,8,0.382313219957505,0,8,16,0,-6.86568271369116,2,Medium,0,0,6,3,0,1,11,3
164,2,218,Silver,8,34,27.9056858446366,49,4,14,1,34,Yes,52,11.2483251112582,6,0,13,68,144,29,40,19,80,50.1126434666567,26,0,-7.4498327147012,2,5,1,9,4,0.684488940047123,30,11,129,12,Male,124.060955270714,62,62,59,-4.85390062160231,66,Yes,29,29,1268,29,6.69211593789434,0,9,50,4,-27.7995876368262,2,Low,1,8,38,34,8,3,66,3
165,0,75,Platinum,0,3,-26.6288157118409,12,1,2,0,9,No,14,1.56818696010136,0,0,2,20,49,3,5,4,28,-24.7107348812351,6,0,1.3497067089134,0,0,0,2,0,-0.042864691791169,6,0,36,4,Female,-89.0710431863777,15,24,8,-8.12346336354812,20,Yes,3,3,352,9,-4.45807297716233,2,2,19,1,-1.94703030308488,0,High,0,1,0,3,0,0,20,0
166,2,202,Platinum,3,6,1.59872937912324,36,3,2,0,20,Yes,32,0.229660585495304,6,0,7,35,103,19,16,8,66,6.55185363952396,25,1,9.12896211188621,3,10,0,3,11,10.2875145993515,9,1,121,11,Female,75.7783791228562,69,45,15,-5.9168591393243,38,Yes,19,19,903,15,-3.33033310932579,0,3,52,3,11.9124603471169,1,High,8,3,4,6,4,3,38,3
167,4,107,Silver,1,9,-11.8379911864712,25,1,3,2,16,No,28,3.35311116335321,2,0,2,29,52,3,13,8,28,-11.6984339617225,5,0,-4.43106218515429,1,3,1,6,2,-2.36251281708661,5,3,43,8,Female,-56.6942642738316,31,30,16,-12.3041854141104,31,Yes,3,3,513,13,-8.26098871779526,0,6,26,1,-0.870532089316967,0,Low,0,2,11,9,4,0,31,0
168,0,88,Platinum,0,9,-17.2490427879794,16,1,0,2,15,No,14,-1.93045712854442,3,0,5,7,47,12,7,10,22,-23.8612971928845,7,0,-1.25027416372055,0,3,1,4,1,-1.32071636122162,8,7,37,11,Female,-80.5994978043395,10,22,14,7.71980683219842,9,Yes,12,12,390,12,2.31533901554617,0,4,20,1,-0.275303524809495,0,Low,0,2,6,9,0,2,9,2
169,0,181,Gold,8,14,18.8441357236502,54,6,12,2,53,No,59,9.49014441831324,4,0,10,56,109,10,27,7,66,15.4994553561606,16,0,-2.67782377967682,1,2,1,14,0,3.30772884241426,23,8,117,10,Female,80.6195973843931,55,90,45,-16.3684644446491,51,No,10,10,1051,18,-15.4825943684212,0,14,42,6,-27.5459352717938,1,Medium,1,0,18,14,11,2,51,3
170,0,177,Gold,6,5,27.1257146144361,58,4,5,1,21,No,55,-9.30184403950338,8,3,22,45,98,36,20,20,65,25.7699364492711,22,0,15.0210142220254,0,4,2,4,0,-1.74765169369513,50,2,98,0,Female,53.4597930651419,52,38,44,-3.71773651338913,51,Yes,36,36,900,16,-1.54502324607454,6,4,53,4,-21.8399092752171,1,Low,0,6,3,5,2,3,51,3
171,2,45,Gold,0,4,-27.7888347958115,7,2,0,1,4,No,5,3.55527450724016,0,0,2,5,16,4,3,0,5,-34.5996634890311,3,0,1.46831210615723,0,0,0,3,2,-0.147580612591858,4,0,15,4,Female,-144.558832326953,14,3,4,0.297627483470145,8,Yes,4,4,152,0,1.06305421082104,0,3,6,2,1.6859058590481,0,Low,0,2,8,4,0,0,8,0
172,0,111,Platinum,4,5,-14.0275285894636,22,1,1,0,14,No,25,5.07215258782841,3,0,6,21,64,10,16,4,55,2.1312704091559,7,0,5.75607722172956,3,6,0,4,0,-2.66340113002306,16,2,68,11,Male,-27.5873077287812,39,51,21,-20.9315572736658,48,Yes,10,10,648,8,-3.2144668332548,11,4,41,1,-8.13886764410302,0,Low,0,3,3,5,1,0,48,0
173,5,100,Gold,0,6,-20.776422355983,12,2,0,0,7,Yes,10,0.369883787210986,0,0,7,5,43,12,5,5,23,-24.9623308673233,9,0,3.72944137925264,0,1,0,6,2,1.02882984182231,14,7,33,4,Female,-77.5355753705276,25,13,15,4.91957870436555,11,Yes,12,12,364,10,4.1949259731148,0,6,17,2,8.77406691115475,1,Low,0,1,4,6,0,0,11,0
174,3,194,Silver,5,48,33.8671070120093,55,6,5,1,45,No,59,15.7343700482317,9,0,12,63,129,25,18,18,85,4.82913253226657,11,1,-19.564438625533,1,4,1,14,6,-9.914529048946,29,3,137,14,Female,107.051019082486,72,76,38,28.9449868356417,14,No,25,25,1162,22,2.31634308444934,0,14,50,6,-28.3043543149864,3,Medium,5,11,44,48,7,7,14,1
175,3,78,Platinum,3,0,-31.4041121383165,4,0,1,0,2,Yes,6,-3.96071935944864,1,0,6,12,29,5,5,8,23,-25.5712983164743,8,0,1.84753754309824,0,1,0,1,0,1.10643439382777,10,0,10,15,Female,-109.767847989218,18,9,7,-4.71250689304592,16,No,5,5,269,3,2.26431105482905,12,1,17,0,14.0077247171355,0,Medium,0,0,4,0,0,1,16,0
176,0,160,Platinum,1,21,8.51721472952821,46,3,3,3,52,No,50,4.7414303742453,13,0,26,34,80,7,26,17,60,16.520837645502,19,0,-12.0048938645476,2,1,3,3,0,3.8285903742135,42,10,87,11,Female,32.9016646410584,56,61,38,-14.2100774932256,49,Yes,7,7,913,30,-15.1408384887951,12,3,45,3,-16.1958808798799,2,Low,0,3,17,21,4,8,49,2
177,10,284,Gold,3,6,16.463566716658,49,6,1,0,48,No,45,-8.36730026612729,3,0,6,74,146,25,34,23,86,39.9337994929051,19,0,4.89069026116822,1,4,1,3,7,-0.540939356612994,9,5,135,11,Female,168.484804436152,80,58,19,-22.7967545497294,72,Yes,25,25,1237,20,-4.23555902845294,0,3,63,6,30.4983936720512,3,High,1,6,9,6,2,1,72,2
178,0,86,Gold,1,0,-34.7607927385935,0,1,0,0,3,Yes,4,-1.54840961492231,3,0,5,9,39,5,6,3,27,-32.6735671537206,5,0,1.97423216135099,2,2,0,7,6,2.29188162282858,8,0,24,3,Male,-92.8609586190683,11,18,5,0.304124301914144,8,Yes,5,5,307,3,4.12271014619844,0,7,15,1,15.0915583168469,0,Low,0,1,0,0,0,1,8,0
179,3,227,Platinum,9,20,33.5046277502966,52,8,5,1,31,Yes,55,-11.5374316324124,7,1,25,75,127,48,27,31,52,29.6144702001467,23,0,4.54215855182889,0,7,2,13,0,-4.50091556935384,41,5,96,10,Male,102.630831785722,63,54,51,23.4140085603752,33,Yes,48,48,1122,29,15.9566378399322,0,13,45,8,-9.11612008935972,4,Low,1,4,18,20,14,4,33,2
180,0,40,Diamond,0,1,-36.1641725097953,0,0,0,0,1,No,3,-1.32172871233906,0,0,1,1,17,1,2,4,8,-36.8174461376512,5,0,-0.345586248321789,0,1,0,1,0,1.86568754393026,1,0,17,2,Female,-146.338929189534,6,8,0,-0.950723254622801,6,No,1,1,128,1,1.42952140427136,1,1,9,0,2.64043757434563,0,Medium,0,1,5,1,0,0,6,2
181,2,39,Silver,0,3,-33.7377757823405,5,0,2,0,2,No,1,3.04429042004064,0,0,0,2,12,0,5,0,9,-38.0607633250276,0,0,-1.68057805669796,0,1,0,2,0,-0.325315718810861,3,0,11,6,Female,-150.916032451921,5,6,5,-1.22909934627277,6,Yes,0,0,124,2,-3.13343663158573,4,2,10,0,2.62504787029195,0,Medium,0,0,0,3,0,0,6,2
182,0,154,Silver,5,18,39.1334912660147,68,3,7,0,35,No,71,1.07430644662328,6,0,15,60,92,22,26,18,59,20.4081589307123,15,0,-2.52142280723126,1,4,3,26,4,-3.08536232701795,41,2,81,4,Female,34.2565473970701,50,55,45,-4.98135538540406,47,Yes,22,22,950,15,-10.9594948193491,1,26,54,3,-35.6797023516649,0,Low,1,3,22,18,3,2,47,3
183,0,247,Gold,10,25,22.6605827379843,41,12,5,1,44,No,43,-1.54464660779633,4,1,19,31,106,42,19,23,102,19.4473763403234,22,0,3.21510162060884,1,1,0,13,11,-4.93336843956929,16,13,104,10,Male,121.68730166831,54,62,29,24.3769508671975,27,Yes,42,42,1092,46,17.7332040985238,0,13,59,12,25.6107152418053,4,Low,11,5,21,25,5,2,27,3
184,0,50,Platinum,0,0,-37.4358543180707,1,0,0,0,5,No,5,-0.075728525797187,0,0,1,4,30,0,5,2,15,-34.3988853385849,5,0,0.154719109383576,0,1,0,0,0,3.18596296445135,2,0,19,4,Female,-131.158928385137,12,6,1,-4.44288657381279,10,Yes,0,0,181,3,-1.23266180781785,0,0,8,0,2.26670050086722,0,Low,0,0,0,0,0,0,10,2
185,1,377,Diamond,14,37,74.7907517435577,102,12,6,1,81,No,106,0.01426973232995,9,2,54,142,234,35,65,48,119,135.24285430737,54,0,-9.91168197523947,1,11,4,20,9,6.81041875643119,81,18,169,54,Male,326.375527306281,104,88,96,-49.2637528356216,150,Yes,35,35,2243,59,-16.9271424752136,6,20,69,12,-34.8041629727562,6,Low,0,15,32,37,7,2,150,2
186,6,319,Platinum,6,33,60.0538686664269,78,6,7,0,32,No,73,7.17603735039942,13,0,21,86,146,52,32,21,101,56.4494311077989,27,0,9.72292346902968,3,9,3,13,0,-6.27462314614233,46,9,141,43,Female,214.866403643914,83,55,73,7.4837936707891,66,Yes,52,52,1475,29,7.96967260530662,4,13,72,6,-3.9468838620217,1,Medium,10,3,29,33,15,7,66,3
187,1,39,Platinum,1,2,-35.7375636153691,2,0,0,0,5,No,4,1.26040511193289,0,0,2,9,19,2,3,2,13,-33.9876307578672,4,0,0.972937923303862,0,1,0,0,0,0.642829248642293,0,0,15,0,Female,-144.706607458438,9,12,0,-2.892429805057,10,Yes,2,2,186,2,-0.161078681392088,0,0,8,0,2.42142272303612,0,Medium,0,0,0,2,0,0,10,0
188,3,207,Platinum,14,13,39.0503407723994,63,5,3,0,32,No,58,-7.23057893094997,16,2,15,55,125,47,17,19,76,14.809623223643,18,0,14.1389886916728,3,9,7,12,0,-6.04659633477319,27,1,110,15,Female,101.171844490267,61,75,30,22.4857615059915,26,Yes,47,47,1099,21,6.75257161637381,1,12,44,5,-8.57558063338186,4,High,9,10,8,13,2,4,26,1
189,0,32,Silver,0,0,-37.8307609712055,0,0,0,0,2,No,0,-0.312193974610941,1,0,0,3,11,1,4,1,5,-39.5802174317935,4,0,0.223568584851692,0,0,1,0,0,3.23594316372158,2,0,9,0,Female,-158.787095736154,2,8,2,0.689895805437623,3,Yes,1,1,96,0,0.102769128635551,0,0,4,0,2.90098861492664,0,Low,0,0,0,0,0,0,3,0
190,1,90,Diamond,1,7,-10.4664521814511,26,2,1,0,8,Yes,22,2.26042131975862,0,0,4,21,40,6,17,7,23,-4.60685560669074,15,0,-0.755441509411727,0,0,0,2,2,6.06892778320384,14,4,52,15,Female,-73.7579746295194,23,17,29,-12.5309406317667,35,Yes,6,6,465,5,-6.85026124682348,0,2,24,2,-15.1582071026701,0,Low,1,1,11,7,2,0,35,2
191,1,259,Platinum,18,21,50.4981806380908,88,11,4,4,47,Yes,85,2.33448314576747,12,3,17,44,168,13,31,32,80,63.2420447075168,18,0,-8.33380806538477,2,8,5,16,5,-12.1976035657489,41,10,159,19,Male,184.755775016623,66,68,74,-44.8039550580613,103,No,13,13,1419,38,-29.5159979662815,0,16,62,11,-48.1998106455095,3,Medium,0,9,24,21,11,2,103,3
192,0,40,Gold,0,0,-38.0749190591768,0,0,1,0,3,Yes,3,1.11813994695599,0,0,1,1,11,0,1,1,13,-37.5180210287853,2,0,1.50318430112124,0,2,0,1,0,-0.117756602905716,2,2,11,2,Female,-149.945171487698,10,4,4,-4.61961178670953,9,No,0,0,114,1,-0.583770473220747,6,1,11,0,3.32195608954404,0,Low,0,0,0,0,0,0,9,2
193,0,131,Silver,7,28,42.4377547550171,66,19,9,1,42,Yes,71,4.36798212217722,11,0,22,25,93,38,30,19,43,19.8576707868175,11,0,-3.69123037315298,1,5,3,14,4,-8.07761847657181,49,4,79,19,Female,13.0502897155105,50,38,68,22.9879198610324,28,Yes,38,38,921,24,1.79670908905924,0,14,42,19,-63.0133025786409,1,Medium,0,1,23,28,10,7,28,3
194,0,96,Gold,1,2,-20.7705283739665,15,1,0,0,11,No,10,-2.12794487437484,1,0,6,13,35,6,10,6,30,-25.6168917255472,5,0,0.002678859415922,1,2,0,2,0,1.10127930414408,6,2,32,5,Female,-80.2500736876155,17,30,2,-1.84513952135392,14,Yes,6,6,344,5,-1.95500226161887,5,2,18,1,18.6260901013136,1,Low,0,0,7,2,0,0,14,0
195,0,37,Platinum,0,0,-36.1467703978703,0,0,0,0,3,Yes,2,-0.510570934526792,0,0,1,6,6,4,0,1,5,-41.676993319565,2,0,2.84855716050758,0,0,0,2,0,-0.152696432061511,0,0,11,2,Female,-156.790251147925,3,4,1,3.14495568924347,1,Yes,4,4,94,2,2.74138002972158,0,2,6,0,4.96269989606842,0,High,0,1,0,0,0,0,1,2
196,0,51,Gold,0,7,-25.0759694095116,11,0,1,0,2,No,8,1.07322504393607,2,0,4,2,23,8,4,5,19,-31.4475795174246,2,0,-0.249617226859745,0,2,2,0,0,-3.34592164278119,9,0,20,7,Female,-127.77751515152,19,17,6,4.6611043022586,7,Yes,8,8,213,1,0.339494747536069,1,0,14,0,0.280722715715497,0,Low,0,1,2,7,0,0,7,0
197,0,37,Platinum,0,4,-29.5180664643688,6,0,0,0,2,No,3,1.36717782132741,1,0,2,2,14,8,4,1,10,-36.8537466077597,2,0,2.21732657520298,0,1,1,0,0,-0.729745435343977,2,0,18,7,Female,-147.455817993266,9,12,1,6.72468629261878,2,Yes,8,8,142,1,2.762768553698,0,0,8,0,1.02582977429703,0,Low,0,0,1,4,0,0,2,0
198,1,312,Platinum,9,48,79.1766189259934,86,19,16,1,69,No,82,5.37923058355343,6,0,18,58,189,67,54,31,79,69.4486755471198,32,0,-3.85238109719018,0,7,2,18,0,-2.36669898433494,40,27,156,44,Male,235.011378314261,94,69,102,39.8732264742886,48,No,67,67,1658,33,20.4362348034803,1,18,88,19,-44.004405190075,2,Low,3,3,46,48,22,4,48,3
199,1,124,Gold,1,4,-21.0741915612216,17,0,2,0,6,No,12,-1.37662364944587,0,0,4,20,48,1,9,10,29,-17.5904652876237,6,0,-3.14033394123294,0,1,0,0,0,-1.28481073751444,3,1,37,11,Female,-54.1443615101806,19,21,6,-12.9025727586884,27,No,1,1,430,7,-6.78009349299876,8,0,29,0,23.4317269780994,0,Low,0,0,9,4,2,0,27,2
200,0,167,Platinum,2,3,-3.11867431307617,30,3,2,0,18,No,26,-5.90899618731644,5,1,7,20,54,21,8,12,39,-8.01438816277483,16,0,9.48890136959236,3,1,0,6,0,1.23963102354793,15,2,61,0,Male,-2.49041557924478,26,35,15,2.15907643825025,24,Yes,21,21,615,9,0.851532597640128,12,6,38,3,25.5414488350706,0,Low,1,1,0,3,0,1,24,2
201,0,145,Platinum,7,39,33.3580759660834,50,13,6,1,29,No,52,14.5601615826225,11,0,10,48,84,41,42,9,51,36.5693402232434,52,0,-2.78739136163818,4,4,1,9,10,28.5549695960586,27,7,90,28,Female,24.7690430786872,58,50,69,33.6939862367982,27,Yes,41,41,1039,17,15.3026977313044,0,9,61,13,-46.8318531294724,1,Low,0,3,36,39,15,6,27,2
202,0,198,Silver,6,32,26.01234140718,49,7,3,0,26,No,45,12.0440272801543,8,1,16,37,99,31,24,11,58,17.8863666402134,22,0,-2.33789810816037,2,12,1,10,0,2.32036641420105,25,21,93,21,Female,69.2582928009414,55,61,40,16.6103757357504,31,Yes,31,31,996,20,5.99068268585245,17,10,57,7,-3.43775664071993,0,Low,1,6,28,32,0,4,31,3
203,0,83,Diamond,0,0,-25.3032790774784,11,0,1,0,5,Yes,7,-3.22703373070101,1,0,8,9,40,5,3,6,26,-29.9985112268625,9,0,2.74287361693611,0,2,1,1,0,3.12972090856551,7,0,28,2,Female,-95.5036991411459,14,9,2,-1.66309871328897,11,Yes,5,5,266,1,-1.22514858232025,2,1,9,0,12.1814662026775,0,Low,0,0,5,0,0,0,11,0
204,1,140,Platinum,3,8,-24.9381161922219,6,1,0,0,16,No,9,2.09437572482981,1,1,2,29,49,8,13,4,38,-22.7144936499088,10,0,-2.0203542612596,0,3,0,7,9,5.24984495628118,1,4,50,14,Female,-34.340122026926,14,25,4,4.36359863275516,11,No,8,8,510,5,6.23745597179323,0,7,18,1,30.0633715884004,0,Low,0,2,12,8,0,0,11,0
205,0,120,Silver,2,2,-14.9385542765336,24,4,1,0,15,Yes,27,-0.691241629495568,0,0,5,26,66,7,10,6,59,-13.9739796744963,18,0,3.55552164962159,0,5,0,2,0,9.46788392624913,10,1,59,0,Male,-31.1752059434746,32,20,10,-6.4650853036781,24,No,7,7,529,7,-7.64583587924763,0,2,20,4,2.87311851355929,0,High,1,1,0,2,0,0,24,2
206,3,150,Gold,3,4,-20.9577296532922,14,3,2,0,21,No,18,0.571712845552941,3,0,18,21,60,10,28,8,62,9.4299955366995,12,0,0.99181365761468,0,4,1,4,0,4.27812908258539,39,0,57,8,Female,-7.4419920147434,35,31,27,-19.4448075914069,49,Yes,10,10,667,8,0.808085719388179,18,4,40,3,13.2320814193778,0,High,0,2,2,4,1,2,49,0
207,3,299,Gold,9,25,56.0039223905513,74,4,10,0,34,Yes,69,-13.9041630659006,6,1,24,42,120,49,30,42,82,55.3723516345556,33,0,2.14359727120332,1,3,1,16,9,-5.39029839701323,44,8,125,23,Female,179.42243538157,76,80,46,9.82182870463818,59,Yes,49,49,1352,32,8.04242546171246,0,16,78,4,17.7299797718147,1,Medium,2,7,29,25,3,3,59,2
208,0,33,Platinum,0,1,-32.9800469510722,3,1,0,0,7,Yes,1,-0.113505145405812,0,0,2,4,11,6,3,2,8,-35.565933186931,1,0,3.082879831701,0,0,0,1,0,-1.98548166810906,3,0,13,4,Male,-153.226485761191,6,17,2,0.96236453540783,7,Yes,6,6,149,0,2.63097890605655,0,1,8,1,2.06248404380927,0,Medium,0,0,0,1,0,0,7,2
209,12,283,Platinum,2,4,-17.0618081676927,8,10,1,0,55,Yes,11,-7.41526996990537,3,0,13,34,115,15,21,11,73,-17.7748860738468,20,0,-2.47503732151402,0,6,0,33,7,15.1488014142298,5,0,93,18,Male,140.447602917915,38,106,0,16.8722818706085,2,No,15,15,1019,22,12.3452505563742,0,33,41,10,77.5103239328079,0,Medium,0,2,6,4,0,3,2,2
210,0,145,Platinum,6,48,44.7785095790349,62,7,6,1,39,Yes,65,18.2036466864973,9,1,6,41,95,35,27,14,52,15.5538910933552,14,1,-12.6622322433312,1,5,6,18,4,-7.06342017754907,44,7,111,29,Female,37.8850580424798,57,43,67,31.9036028815546,20,Yes,35,35,985,12,7.07126656200451,0,18,51,7,-61.7048389569502,2,Medium,1,0,44,48,13,1,20,3
211,0,218,Platinum,4,25,27.4813278431971,51,3,2,0,21,Yes,46,-5.31817487042396,9,0,25,27,94,36,32,26,70,25.7104722258031,25,0,-4.37060619828234,1,4,2,10,0,2.7781664592319,28,7,93,20,Female,85.5086178657558,57,63,35,17.7059784757854,33,Yes,36,36,1002,17,6.9986607892119,22,10,77,3,10.1598259035272,5,Medium,0,4,20,25,6,6,33,2
212,6,249,Diamond,4,18,32.8481247719609,47,5,8,1,22,Yes,49,-11.3359296937543,14,2,17,36,135,57,32,26,71,28.9543152247469,17,0,10.6793855231379,1,8,9,17,0,-7.16941663150303,37,6,99,6,Male,124.400723060005,68,45,51,29.4704879009992,30,Yes,57,57,1133,15,25.337575197226,1,17,57,5,2.34789241019565,1,Low,3,4,14,18,3,2,30,3
213,6,151,Gold,12,21,24.8146724110698,50,8,8,0,29,No,46,3.20505650333334,6,0,10,37,88,36,22,16,48,25.0750421450281,26,0,6.42762573660332,3,5,1,5,0,1.0274336614977,36,4,101,10,Male,29.2794578443457,55,59,38,10.5053089834678,40,Yes,36,36,867,20,6.22618929526901,9,5,49,8,-24.292437321959,1,Low,2,4,17,21,1,2,40,3
214,2,167,Platinum,7,14,-11.5147237050585,23,5,2,0,15,Yes,20,2.38726667837664,1,0,6,17,77,8,22,12,50,-4.32838994912319,9,0,-9.24845173695028,0,5,0,5,0,0.797285283663027,5,1,86,6,Female,18.8940861265853,20,45,5,-2.3618776613666,27,Yes,8,8,688,7,-3.2989112011127,6,5,31,5,22.5534607322853,2,Low,2,2,11,14,1,1,27,0
215,0,30,Silver,0,0,-33.2326111863934,5,0,0,0,2,Yes,0,-0.38062963312842,0,0,2,1,14,0,1,2,7,-41.3533343457841,0,0,-0.043253231960965,0,0,0,0,0,-1.17059742452418,4,0,10,2,Female,-159.004353549941,6,3,2,-1.32848434683425,4,Yes,0,0,86,0,-2.63846115587316,2,0,3,0,0.370048190923594,0,Low,0,0,3,0,0,0,4,0
216,4,250,Platinum,7,15,36.5047781656006,70,7,11,1,50,No,72,-6.82354224731622,11,0,30,80,154,20,47,30,92,48.0059059663507,15,0,-10.6756109138683,3,7,3,22,12,-2.9748811674588,38,13,135,20,Male,163.744453975896,77,67,59,-20.8980876069093,73,Yes,20,20,1454,21,-16.2732673104279,0,22,47,7,-27.7413364418399,5,High,0,4,13,15,4,5,73,3
217,0,159,Gold,2,1,-16.4243891325551,22,1,2,0,17,Yes,24,-2.0297947502195,0,0,11,19,88,4,12,12,44,2.32342334668641,12,0,3.00795009015738,0,3,0,2,0,-0.46672094949716,12,0,65,10,Male,6.14921249984742,42,32,3,-27.4771738161821,51,Yes,4,4,599,6,-7.77571025460705,0,2,24,1,19.6916087666222,1,Medium,0,1,5,1,0,0,51,2
218,0,72,Platinum,2,1,-28.433203701709,7,0,0,0,9,No,11,0.682502813622911,1,0,0,11,36,3,3,2,19,-31.2722851574525,8,0,2.75309080445547,0,0,0,5,0,3.18606162623132,1,0,28,6,Female,-104.174109087754,17,19,1,-3.56940059175607,12,Yes,3,3,282,8,0.007931485455217,0,5,17,0,6.67225673013652,0,Low,0,1,6,1,0,1,12,0
219,13,47,Gold,0,0,-37.3962996213499,0,0,0,0,2,No,1,0.548372174741372,0,0,1,7,12,2,0,0,21,-43.4183171454662,0,0,1.91443746113447,0,0,0,0,0,-0.947547674276219,1,0,7,2,Female,-144.061146907669,18,7,0,1.65537655104496,1,No,2,2,136,1,0.905107149595275,1,0,11,0,11.6331850987546,0,High,0,0,0,0,0,0,1,2
220,0,166,Platinum,5,5,-0.169292518734588,42,3,0,0,23,No,39,1.04346010775279,0,0,6,31,93,1,10,12,46,-0.060785209517869,12,0,-0.830850928677601,0,13,0,4,5,0.272887675793678,12,0,77,14,Female,21.8235087242012,34,26,19,-25.0817088042557,47,Yes,1,1,696,7,-20.1286042465401,0,4,29,3,1.02006543860964,1,Low,0,1,7,5,2,0,47,0
221,1,116,Platinum,0,6,-16.0543043162174,13,1,1,0,7,Yes,10,-11.1778378646725,0,0,6,3,37,18,14,17,23,-21.2092578029606,11,0,-2.31231190764345,0,3,0,5,0,2.64886302054977,11,0,32,22,Female,-68.3371359623336,16,16,5,16.9819230854874,2,No,18,18,388,3,9.57101662080842,9,5,25,1,23.2710349282112,0,Medium,0,0,9,6,0,0,2,2
222,0,77,Gold,2,5,-10.506596695397,23,2,0,0,9,Yes,19,-3.42149811649954,1,0,9,9,38,11,10,9,25,-23.6564855636905,7,0,-0.325055518440936,0,3,0,5,0,0.663084858219101,14,2,27,2,Female,-96.0381655104365,22,17,10,5.51834865996558,10,No,11,11,340,4,-1.13408790954,5,5,18,2,-0.457695849247174,0,Medium,0,1,10,5,0,1,10,2
223,7,304,Gold,7,24,46.8132730941238,62,8,9,0,42,Yes,64,-2.91289107887823,21,0,24,69,169,54,31,20,88,25.3013678639698,19,2,7.86245048070059,3,5,7,21,10,-4.57155322495506,37,19,155,8,Female,212.248086592898,88,72,48,33.2855747310339,25,Yes,54,54,1421,36,17.0926964775006,0,21,69,8,1.22061586777908,2,Low,2,5,21,24,2,11,25,3
